"date","NH4_N","NO3_N","PO4_P","temperature","depth"
"1991-01-07",NA,0.61875,0.0900625,5.40588235294118,"0_85m"
"1991-02-04",NA,0.649411764705882,0.094,4.49444444444444,"0_85m"
"1991-03-04",0.00664705882352941,0.655882352941176,0.093,4.03333333333333,"0_85m"
"1991-04-02",NA,0.586470588235294,0.0831764705882353,4.61666666666667,"0_85m"
"1991-04-29",NA,0.616470588235294,0.0651764705882353,6.00555555555556,"0_85m"
"1991-05-27",NA,0.527647058823529,0.0711764705882353,7.17777777777778,"0_85m"
"1991-06-24",NA,0.580588235294118,0.0764705882352941,8.63888888888889,"0_85m"
"1991-07-22",NA,0.531764705882353,0.0757647058823529,9.67777777777778,"0_85m"
"1991-08-19",0.0222352941176471,0.532352941176471,0.0839411764705882,9.91666666666667,"0_85m"
"1991-09-16",NA,0.548235294117647,0.0930588235294118,9.55,"0_85m"
"1991-10-14",0.0131764705882353,0.518823529411765,0.0888823529411765,8.60555555555556,"0_85m"
"1991-11-11",NA,0.515882352941176,0.0844117647058824,6.9,"0_85m"
"1991-12-09",NA,0.566470588235294,0.0952941176470588,5.35,"0_85m"
"1992-01-06",NA,0.582941176470588,0.084,4.53333333333333,"0_85m"
"1992-02-03",0.0175882352941176,0.610588235294118,0.082,3.61666666666667,"0_85m"
"1992-03-02",NA,0.626470588235294,0.0824705882352941,3.6,"0_85m"
"1992-03-30",NA,0.669411764705882,0.081,4.37777777777778,"0_85m"
"1992-04-27",NA,0.608235294117647,0.0661176470588235,5.85555555555556,"0_85m"
"1992-05-25",NA,0.504705882352941,0.0586470588235294,8.11666666666667,"0_85m"
"1992-06-22",NA,0.544117647058823,0.0693529411764706,8.59444444444444,"0_85m"
"1992-07-20",0.009,0.58,0.0761764705882353,9.88333333333333,"0_85m"
"1992-08-17",NA,0.509411764705882,0.0631176470588235,9.86666666666667,"0_85m"
"1992-09-14",NA,0.495882352941176,0.0673529411764706,9.36666666666667,"0_85m"
"1992-10-12",0.00711764705882353,0.532352941176471,0.0685882352941176,8.48333333333333,"0_85m"
"1992-11-09",NA,0.561176470588235,0.0661176470588235,7.01666666666667,"0_85m"
"1992-12-07",NA,0.642352941176471,0.0827058823529412,5.78888888888889,"0_85m"
"1993-01-01",0.00854641764705882,NA,NA,NA,"0_85m"
"1993-01-04",NA,0.638398947058823,0.0773654,4.76666666666667,"0_85m"
"1993-02-01",NA,0.673986964705882,0.0707159,4.6,"0_85m"
"1993-03-01",NA,0.656979282352941,0.0747724,3.9,"0_85m"
"1993-03-29",NA,0.706297717647059,0.0671092588235294,4.40555555555556,"0_85m"
"1993-04-26",0.0131626823529412,0.550867988235294,0.0576792705882353,5.67777777777778,"0_85m"
"1993-05-24",NA,0.5877101,0.0551300235294118,8.075,"0_85m"
"1993-06-21",NA,0.566141082352941,0.0555256,8.76,"0_85m"
"1993-07-19",0.0131565176470588,0.622414458823529,0.0641262764705882,9.34388888888889,"0_85m"
"1993-08-16",NA,0.527745952941176,0.0608962352941176,10.1161111111111,"0_85m"
"1993-09-13",NA,0.582561482352941,0.0735193058823529,9.06777777777778,"0_85m"
"1993-10-11",0.00742352941176471,0.563411764705882,0.0679941470588235,8.30722222222222,"0_85m"
"1993-11-08",NA,0.502657823529412,0.0720791235294118,6.94833333333333,"0_85m"
"1993-12-06",NA,0.639650423529412,0.0819565882352941,5.20177777777778,"0_85m"
"1994-01-03",NA,0.611668329411765,0.0665459,4.89533333333333,"0_85m"
"1994-01-31",0.00837456111111111,0.642480258823529,0.062096,4.47377777777778,"0_85m"
"1994-02-28",NA,0.710960564705882,0.0673456,4.20388888888889,"0_85m"
"1994-03-28",NA,0.681712294117647,0.0610224411764706,5.28233333333333,"0_85m"
"1994-04-25",0.0189083764705882,0.581906494117647,0.0559296588235294,6.00329411764706,"0_85m"
"1994-05-24",NA,0.559931388235294,0.0517406823529412,7.765,"0_85m"
"1994-06-20",NA,0.557767329411765,0.0583237352941176,9.19422222222222,"0_85m"
"1994-07-18",0.0142278882352941,0.531058823529412,0.0489917352941176,10.6067777777778,"0_85m"
"1994-08-16",NA,0.663455858823529,0.0755660588235294,10.4388888888889,"0_85m"
"1994-09-12",NA,NA,0.002141125,9.83333333333333,"0_85m"
"1994-10-11",0.010932,0.655996828571429,0.0722247470588235,8.82277777777778,"0_85m"
"1994-11-07",NA,NA,NA,NA,"0_85m"
"1994-12-05",NA,0.574199835294118,0.0699844823529412,7.05133333333333,"0_85m"
"1995-01-03",NA,0.560529411764706,0.0825766529411765,5.2,"0_85m"
"1995-01-31",0.00810967058823529,0.678098952941177,0.0732256294117647,5.03044444444444,"0_85m"
"1995-02-28",NA,0.691161764705882,0.0724954058823529,5.15666666666667,"0_85m"
"1995-03-28",NA,0.640823482352941,0.0690064647058824,5.47866666666667,"0_85m"
"1995-04-25",0.0243272529411765,0.591253729411765,0.0575323823529412,6.53866666666667,"0_85m"
"1995-05-23",NA,NA,NA,NA,"0_85m"
"1995-06-20",NA,0.587142029411765,0.0513204176470588,9.125,"0_85m"
"1995-07-10",0.0136543647058824,0.537336870588235,0.0502434176470588,10.1227777777778,"0_85m"
"1995-08-14",NA,0.5237651,0.0581963764705882,10.2888888888889,"0_85m"
"1995-09-13",NA,0.542736541176471,0.0590855823529412,9.54805555555556,"0_85m"
"1995-10-10",0.00536993529411765,0.558547870588235,0.0555532588235294,9.20166666666667,"0_85m"
"1995-11-07",NA,0.551890729411765,0.0609456529411765,7.91761111111111,"0_85m"
"1995-12-05",NA,0.569187505882353,0.0559434529411765,6.55444444444444,"0_85m"
"1996-01-03",NA,0.624647323529412,0.05985,5.47822222222222,"0_85m"
"1996-01-30",0.0102250764705882,0.632075594117647,0.0601266470588235,4.84611111111111,"0_85m"
"1996-02-27",NA,0.6759964,0.0678608,4.10247058823529,"0_85m"
"1996-03-26",NA,0.661741247058824,0.0602727,4.54011111111111,"0_85m"
"1996-04-23",0.0129497941176471,0.566826141176471,0.0366751529411765,6.02077777777778,"0_85m"
"1996-05-20",NA,0.515990982352941,0.0396411764705882,7.02555555555556,"0_85m"
"1996-06-18",NA,0.548273358823529,0.0424744941176471,9.07222222222222,"0_85m"
"1996-07-08",0.00855807058823529,0.522315670588235,0.0438325764705882,8.76111111111111,"0_85m"
"1996-08-13",NA,0.546847470588235,0.0487381058823529,9.64111111111111,"0_85m"
"1996-09-11",NA,0.531960776470588,0.0491566882352941,8.51176470588235,"0_85m"
"1996-10-08",0.00795718823529412,0.540004047058824,0.0566891294117647,7.87777777777778,"0_85m"
"1996-11-05",NA,0.494633770588235,0.0534301529411765,7.51666666666667,"0_85m"
"1996-12-03",NA,0.561007329411765,0.0530244470588235,5.81666666666667,"0_85m"
"1997-01-07",NA,0.820623058823529,0.0423622117647059,4.46666666666667,"0_85m"
"1997-02-04",0.0115986764705882,0.624619952941176,0.0446922117647059,3.95,"0_85m"
"1997-03-03",NA,0.581346182352941,0.0398482411764706,4.20555555555556,"0_85m"
"1997-04-01",NA,0.529430888235294,0.0330756117647059,5.11666666666667,"0_85m"
"1997-04-29",0.0163291176470588,0.473684770588235,0.0279491647058824,6.56666666666667,"0_85m"
"1997-05-27",NA,0.482549952941176,0.0337436294117647,8.63577777777778,"0_85m"
"1997-06-24",NA,0.531247564705882,0.0396234352941176,9.01838888888889,"0_85m"
"1997-07-22",0.00498432352941176,0.541995235294118,0.0398828764705882,10.0897222222222,"0_85m"
"1997-08-19",NA,0.517440376470588,0.0410130823529412,10.8335,"0_85m"
"1997-09-15",NA,0.473167311764706,0.0419055882352941,9.99766666666667,"0_85m"
"1997-10-14",0.00908504705882353,0.498108694117647,0.0422994235294118,7.93333333333333,"0_85m"
"1997-11-11",NA,0.462494482352941,0.0432124764705882,7.35266666666667,"0_85m"
"1997-12-08",NA,0.547647058823529,0.0472352941176471,6.02222222222222,"0_85m"
"1998-01-04",NA,0.592352941176471,0.0511176470588235,5.53888888888889,"0_85m"
"1998-02-09",0.0128235294117647,0.591764705882353,0.0417647058823529,4.65,"0_85m"
"1998-03-02",NA,0.579411764705882,0.0441764705882353,4.69444444444444,"0_85m"
"1998-03-30",NA,0.571176470588235,0.0482941176470588,5.39444444444444,"0_85m"
"1998-04-26",0.0226470588235294,0.474117647058824,0.0302352941176471,6.65555555555556,"0_85m"
"1998-05-24",NA,0.451764705882353,0.0278823529411765,8.57222222222222,"0_85m"
"1998-06-22",NA,0.422941176470588,0.0291176470588235,9.77222222222222,"0_85m"
"1998-07-20",0.0110588235294118,0.403529411764706,0.0311764705882353,10.2111111111111,"0_85m"
"1998-08-16",NA,0.409411764705882,0.0308529411764706,10.8444444444444,"0_85m"
"1998-09-13",NA,0.43,0.0374705882352941,9.54444444444444,"0_85m"
"1998-10-11",0.00752941176470588,0.430588235294118,0.0346470588235294,9.03888888888889,"0_85m"
"1998-11-09",NA,0.447058823529412,0.0378823529411765,7.7,"0_85m"
"1998-12-07",NA,0.502941176470588,0.0427647058823529,5.66666666666667,"0_85m"
"1999-01-04",NA,0.482117647058824,0.0321,5.12977777777778,"0_85m"
"1999-02-01",0.00705882352941176,0.519647058823529,0.0331,4.42561111111111,"0_85m"
"1999-03-01",NA,0.539470588235294,0.0301,3.81233333333333,"0_85m"
"1999-03-29",NA,0.534411764705882,0.0273470588235294,4.50361111111111,"0_85m"
"1999-04-26",0.0116470588235294,0.464647058823529,0.0183117647058824,5.73116666666667,"0_85m"
"1999-05-25",NA,0.466941176470588,0.0199705882352941,7.561,"0_85m"
"1999-06-21",NA,0.462647058823529,0.0223058823529412,8.82522222222222,"0_85m"
"1999-07-19",0.00705882352941176,0.517823529411765,0.0249529411764706,9.47111111111111,"0_85m"
"1999-08-16",NA,0.45,0.0259,9.63972222222222,"0_85m"
"1999-09-13",NA,0.464882352941176,0.0268705882352941,9.82533333333333,"0_85m"
"1999-10-11",0.00952941176470588,0.465,0.0284941176470588,8.53977777777778,"0_85m"
"1999-11-08",NA,0.474470588235294,0.0348411764705882,7.25,"0_85m"
"2000-01-31",NA,0.544235294117647,0.0197,4.11522222222222,"0_85m"
"2000-02-28",NA,0.559176470588235,0.0188764705882353,4.171,"0_85m"
"2000-03-27",NA,0.557294117647059,0.0168647058823529,5.02261111111111,"0_85m"
"2000-04-25",NA,0.444294117647059,0.0135882352941176,6.39777777777778,"0_85m"
"2000-05-22",NA,0.508941176470588,0.0184058823529412,7.933,"0_85m"
"2000-06-19",NA,0.480882352941176,0.0252235294117647,10.1063888888889,"0_85m"
"2000-07-17",NA,0.501823529411765,0.0341117764705882,9.15861111111111,"0_85m"
"2000-08-16",NA,0.449411764705882,0.0290882411764706,10.4701111111111,"0_85m"
"2000-09-11",NA,0.460588235294118,0.0404000058823529,9.92277777777778,"0_85m"
"2000-10-09",NA,0.468823529411765,0.0372176470588235,9.05838888888889,"0_85m"
"2000-11-06",NA,0.452352941176471,0.0402117705882353,9.67738888888889,"0_85m"
"2000-12-04",NA,0.561470588235294,0.0368176470588235,6.60294444444444,"0_85m"
"2001-01-08",NA,0.610235294117647,0.0432470588235294,5.65833333333333,"0_85m"
"2001-02-05",NA,0.574823529411765,0.0302941176470588,5.06344444444444,"0_85m"
"2001-03-05",NA,0.708823529411765,0.0349470588235294,4.99727777777778,"0_85m"
"2001-04-02",NA,0.578470588235294,0.0301529411764706,5.88138888888889,"0_85m"
"2001-04-30",NA,0.616235294117647,0.0146352941176471,6.89022222222222,"0_85m"
"2001-05-28",NA,0.552647058823529,0.0250411764705882,9.00727777777778,"0_85m"
"2001-06-25",NA,0.512176470588235,0.0253470588235294,9.95777777777778,"0_85m"
"2001-07-23",NA,0.475058823529412,0.0254,10.3833333333333,"0_85m"
"2001-08-20",NA,0.571647058823529,0.0232705882352941,10.6762222222222,"0_85m"
"2001-09-17",NA,0.576764705882353,0.0235705882352941,9.36094444444444,"0_85m"
"2001-10-08",NA,0.577176470588235,0.0228411764705882,9.13888888888889,"0_85m"
"2001-11-12",NA,0.611823529411765,0.0258352941176471,7.9665,"0_85m"
"2001-12-10",NA,0.6100625,0.02994375,6.45222222222222,"0_85m"
"2002-01-07",NA,0.6558125,0.0286875,4.92872222222222,"0_85m"
"2002-02-04",NA,0.610705882352941,0.0248470588235294,4.59183333333333,"0_85m"
"2002-03-04",NA,0.610764705882353,0.0271176470588235,4.75927777777778,"0_85m"
"2002-04-02",NA,0.578705882352941,0.0214352941176471,5.79005555555556,"0_85m"
"2002-04-29",NA,0.537352941176471,0.0158529411764706,7.05466666666667,"0_85m"
"2002-05-27",NA,0.497588235294118,0.0159411764705882,8.52155555555555,"0_85m"
"2002-06-24",NA,0.516764705882353,0.0158529411764706,10.5139444444444,"0_85m"
"2002-07-22",NA,0.551117647058823,0.0186588235294118,10.3281666666667,"0_85m"
"2002-08-19",NA,0.556941176470588,0.0208,10.536,"0_85m"
"2002-09-16",NA,0.527176470588235,0.0203352941176471,10.1483333333333,"0_85m"
"2002-10-14",NA,0.531058823529412,0.0222117647058824,8.82733333333333,"0_85m"
"2002-11-11",NA,0.462235294117647,0.0212117647058824,7.746,"0_85m"
"2002-12-09",NA,0.539588235294118,0.0221705882352941,6.77438888888889,"0_85m"
"2003-01-06",NA,0.574647058823529,0.0238058823529412,6.25533333333333,"0_85m"
"2003-02-03",NA,0.561294117647059,0.0191235294117647,5.08233333333333,"0_85m"
"2003-03-05",NA,0.565823529411765,0.0168176470588235,4.42444444444444,"0_85m"
"2003-03-31",NA,0.489176470588235,0.0107,5.78644444444444,"0_85m"
"2003-04-28",NA,0.447,0.0110176470588235,6.70205555555556,"0_85m"
"2003-05-26",NA,0.4462,0.0140117647058824,8.09988888888889,"0_85m"
"2003-06-23",NA,0.453235294117647,0.0169705882352941,10.2026111111111,"0_85m"
"2003-07-21",NA,0.480523535294118,0.0195882352941176,10.7181111111111,"0_85m"
"2003-08-18",NA,0.478235294117647,0.0186705882352941,10.6876111111111,"0_85m"
"2003-09-15",NA,0.465294117647059,0.0181117647058824,9.62433333333333,"0_85m"
"2003-10-13",NA,0.442535317647059,0.0174647058823529,8.64938888888889,"0_85m"
"2003-11-10",NA,0.413670623529412,0.0177941176470588,6.94011764705882,"0_85m"
"2003-12-09",NA,0.492941176470588,0.0158058823529412,6.05672222222222,"0_85m"
"2004-01-05",NA,0.512235294117647,0.0164536470588235,5.15277777777778,"0_85m"
"2004-02-02",NA,0.521176470588235,0.0146294117647059,4.66255555555556,"0_85m"
"2004-03-01",NA,0.506176470588235,0.0145882352941176,4.41327777777778,"0_85m"
"2004-03-28",NA,0.559764705882353,0.0129705882352941,4.85577777777778,"0_85m"
"2004-04-26",NA,0.461941176470588,0.00787647058823529,6.33255555555556,"0_85m"
"2004-05-24",NA,0.496452958823529,0.0113647058823529,8.61733333333333,"0_85m"
"2004-06-21",NA,0.487529411764706,0.0144176470588235,8.87961111111111,"0_85m"
"2004-07-19",NA,0.486800005882353,0.0137941176470588,10.1410555555556,"0_85m"
"2004-08-16",NA,0.476205882352941,0.0140058823529412,10.4623333333333,"0_85m"
"2004-09-13",NA,0.475470588235294,0.0149647058823529,10.379,"0_85m"
"2004-10-11",NA,0.442588235294118,0.0155558823529412,9.39661111111111,"0_85m"
"2004-11-08",NA,0.504058823529412,0.0200117647058824,8.15711111111111,"0_85m"
"2004-12-13",NA,0.514647058823529,0.0167764705882353,6.00588888888889,"0_85m"
"2005-01-03",NA,0.528470588235294,0.0178823529411765,5.48127777777778,"0_85m"
"2005-01-31",NA,0.565235294117647,0.0157823529411765,4.51877777777778,"0_85m"
"2005-02-28",NA,0.561411764705882,0.0150764705882353,4.03183333333333,"0_85m"
"2005-03-29",NA,0.530411764705882,0.00770588235294118,5.08577777777778,"0_85m"
"2005-04-25",NA,0.553705882352941,0.00901176470588235,5.81061111111111,"0_85m"
"2005-05-18",NA,0.527294117647059,0.00884117647058824,7.26555555555556,"0_85m"
"2005-06-20",NA,0.530917664705882,0.0111882352941176,9.30555555555556,"0_85m"
"2005-07-13",NA,0.516776470588235,0.0100588235294118,9.12211111111111,"0_85m"
"2005-08-16",NA,0.523488241176471,0.0111588235294118,9.66605555555556,"0_85m"
"2005-09-12",NA,0.532117647058824,0.0126117647058824,9.82233333333333,"0_85m"
"2005-10-10",NA,0.523194129411765,0.0126,8.617,"0_85m"
"2005-11-07",NA,0.514705882352941,0.0169882352941176,8.08522222222222,"0_85m"
"2005-12-05",NA,0.554258841176471,0.0147705882352941,5.70944444444444,"0_85m"
"2006-01-30",NA,0.620352941176471,0.0140235294117647,3.77383333333333,"0_85m"
"2006-02-27",NA,0.609941176470588,0.0136235294117647,3.55383333333333,"0_85m"
"2006-03-27",NA,0.630941176470588,0.0117411764705882,3.94777777777778,"0_85m"
"2006-04-24",NA,0.689764705882353,0.00868823529411765,5.71244444444444,"0_85m"
"2006-05-23",NA,0.658235294117647,0.00823529411764706,7.11955555555556,"0_85m"
"2006-06-19",NA,0.609941176470588,0.00954588235294118,8.99616666666667,"0_85m"
"2006-07-17",NA,0.565382405882353,0.0112470588235294,9.98805555555556,"0_85m"
"2006-08-21",NA,0.568717652941176,0.0178058823529412,9.27155555555555,"0_85m"
"2006-09-18",NA,0.567529411764706,0.0106882352941176,9.67316666666667,"0_85m"
"2006-10-09",NA,0.599547111764706,0.0125058823529412,8.92394444444444,"0_85m"
"2006-11-06",NA,0.610176470588235,0.0158235294117647,7.71944444444444,"0_85m"
"2006-12-05",NA,0.578,0.0117117647058824,6.64333333333333,"0_85m"
"2007-01-08",NA,0.596,0.0141352941176471,5.07,"0_85m"
"2007-02-05",NA,0.629588235294118,0.0127647058823529,4.91333333333333,"0_85m"
"2007-03-06",NA,0.743235294117647,0.0107470588235294,5.135,"0_85m"
"2007-04-02",NA,0.548352941176471,0.0061,5.96888888888889,"0_85m"
"2007-04-30",NA,0.533952964705882,0.00556470588235294,8.08166666666667,"0_85m"
"2007-05-30",NA,0.577294117647059,0.00853529411764706,8.79666666666667,"0_85m"
"2007-06-25",NA,0.568876511764706,0.0104529411764706,10.0988888888889,"0_85m"
"2007-07-16",NA,0.563282376470588,0.00892941176470588,10.2733333333333,"0_85m"
"2007-08-20",NA,0.541823547058824,0.0104294117647059,10.7327777777778,"0_85m"
"2007-09-17",NA,0.545447076470588,0.0114941176470588,10.2333333333333,"0_85m"
"2007-10-16",NA,0.528917705882353,0.0153117647058824,9.42888888888889,"0_85m"
"2007-11-12",NA,0.558470588235294,0.0152823529411765,7.14833333333333,"0_85m"
"2007-12-10",NA,0.600176470588235,0.0179588235294118,5.93888888888889,"0_85m"
"2008-01-07",NA,0.642352941176471,0.0160235294117647,4.8745,"0_85m"
"2008-02-04",NA,0.623647058823529,0.0173941176470588,4.51363636363636,"0_85m"
"2008-03-03",NA,0.613235294117647,0.0130294117647059,4.85235294117647,"0_85m"
"2008-03-31",NA,0.598176470588235,0.0142058823529412,5.20470588235294,"0_85m"
"2008-04-28",NA,0.483764705882353,0.0113941176470588,6.66411764705882,"0_85m"
"2008-05-26",NA,0.582352941176471,0.0126529411764706,8.60117647058824,"0_85m"
"2008-06-23",NA,0.497411764705882,0.0110705882352941,9.59970588235294,"0_85m"
"2008-07-16",NA,0.469411764705882,0.0109470588235294,9.57555555555555,"0_85m"
"2008-08-18",NA,0.533,0.0128705882352941,10.9685294117647,"0_85m"
"2008-09-15",NA,0.599411764705882,0.0151941176470588,10.5655882352941,"0_85m"
"2008-10-13",NA,0.458647058823529,0.0172176470588235,9.39294117647059,"0_85m"
"2008-11-10",NA,0.501176470588235,0.0181470588235294,8.17529411764706,"0_85m"
"2008-12-09",NA,0.577058823529412,0.0201941176470588,5.94545454545455,"0_85m"
"2009-01-06",NA,0.6,0.0177882352941176,4.73791666666667,"0_85m"
"2009-02-02",NA,0.6,0.0172411764705882,3.76970588235294,"0_85m"
"2009-03-02",NA,0.6,0.0177176470588235,3.65794117647059,"0_85m"
"2009-03-30",NA,0.621,0.0137823529411765,4.26909090909091,"0_85m"
"2009-04-27",NA,0.521647058823529,0.0103117647058824,6.90333333333333,"0_85m"
"2009-05-25",NA,0.548823529411765,0.00953529411764706,8.36058823529412,"0_85m"
"2009-06-22",NA,0.441176470588235,0.0098,9.27558823529412,"0_85m"
"2009-07-15",NA,0.478411764705882,0.0114588235294118,NA,"0_85m"
"2009-08-24",NA,0.510588235294118,0.0112235294117647,10.65,"0_85m"
"2009-09-14",NA,0.526470588235294,0.0118352941176471,10.1379411764706,"0_85m"
"2009-10-12",NA,0.505,0.0138117647058824,8.70833333333333,"0_85m"
"2009-11-09",NA,0.442058823529412,0.0125705882352941,7.585,"0_85m"
"2009-12-09",NA,0.505882352941176,0.013,6.115625,"0_85m"
"2010-02-08",NA,0.590647058823529,0.0136588235294118,3.59058823529412,"0_85m"
"2010-03-08",NA,0.574,0.0104294117647059,3.49323529411765,"0_85m"
"2010-04-19",NA,NA,NA,5.06,"0_85m"
"2010-05-10",NA,0.517647058823529,0.00777058823529412,6.51470588235294,"0_85m"
"2010-06-14",NA,NA,NA,9.00617647058824,"0_85m"
"2010-07-12",NA,NA,NA,10.0303571428571,"0_85m"
"2010-08-16",NA,0.517705882352941,0.0100588235294118,9.46722222222222,"0_85m"
"2010-09-20",NA,0.520705882352941,0.00903529411764706,10.2109677419355,"0_85m"
"2010-10-18",NA,0.519058823529412,0.00958823529411765,8.87515151515152,"0_85m"
"2010-11-08",NA,NA,NA,7.87617647058824,"0_85m"
"2010-12-06",NA,NA,NA,5.44558823529412,"0_85m"
