"","date","id_CH","abundance","unit","depth","order","genus","species","stage","volume_um.3","guild","occurrences","lake"
"35",2015-11-04,7031,1720,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"36",2015-12-09,7031,516,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"37",2016-01-13,7031,430,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"38",2016-02-24,7031,1462,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"39",2016-03-30,7031,516,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"40",2016-04-27,7031,1376,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"41",2016-05-25,7031,6880,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"42",2016-06-22,7031,2322,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"43",2017-01-05,7031,817,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"44",2017-05-22,7031,2064,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"45",2017-06-21,7031,430,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"46",2017-07-19,7031,3354,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"47",2017-08-16,7031,1505,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"48",2017-09-13,7031,3010,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"49",2017-10-11,7031,1505,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"50",2017-11-08,7031,344,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"51",2017-12-13,7031,688,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"52",2018-01-17,7031,645,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"53",2018-05-29,7031,989,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"54",2018-06-20,7031,2666,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"55",2018-07-18,7031,2021,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"56",2018-08-15,7031,989,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"57",2018-09-12,7031,688,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"58",2018-10-10,7031,2021,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"59",2018-11-07,7031,989,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"60",2019-01-16,7031,688,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"61",2019-05-22,7031,1505,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"62",2019-06-19,7031,258,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"63",2019-07-17,7031,344,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"64",2019-08-14,7031,688,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"65",2019-09-18,7031,344,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"66",2019-11-13,7031,688,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"67",2019-12-11,7031,344,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"68",2020-02-19,7031,172,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"69",2020-09-23,7031,688,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"70",2020-10-21,7031,344,"indv./m2","0_43m","Cyclopoida","Cyclops","bohater","C1-C3",NA,"cyclopoid copepods",1,"HAL"
"71",2001-04-30,7033,602,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"72",2001-06-25,7033,1204,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"73",2001-07-23,7033,602,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"74",2001-12-10,7033,1161,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"75",2002-04-02,7033,1763,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"76",2002-04-30,7033,860,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"77",2003-04-30,7033,860,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"78",2003-11-12,7033,860,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"79",2005-02-24,7033,688,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"80",2007-09-12,7033,405,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"81",2010-12-13,7033,2795,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"82",2012-01-11,7033,258,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"83",2012-03-28,7033,258,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"84",2013-06-19,7033,2924,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"85",2013-07-17,7033,3526,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"86",2013-08-14,7033,11610,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"87",2013-09-11,7033,29670,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"88",2013-10-09,7033,6020,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"89",2013-11-07,7033,3483,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"90",2014-05-21,7033,2322,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"91",2014-06-18,7033,989,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"92",2014-07-16,7033,2666,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"93",2014-08-13,7033,6020,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"94",2014-09-10,7033,10320,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"95",2014-10-08,7033,15050,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"96",2014-12-10,7033,3010,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"97",2015-04-23,7033,9890,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"98",2015-05-20,7033,11180,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"99",2015-06-17,7033,7740,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"100",2015-07-15,7033,24080,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"101",2015-08-12,7033,15050,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"102",2016-04-27,7033,6450,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"103",2016-06-22,7033,344,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"104",2016-07-20,7033,3354,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"105",2017-04-26,7033,3311,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"106",2017-06-21,7033,817,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"107",2017-07-19,7033,16340,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"108",2017-08-16,7033,33110,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"109",2017-09-13,7033,43000,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"110",2017-10-11,7033,13330,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"111",2017-11-08,7033,989,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"112",2018-04-25,7033,688,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"113",2018-05-29,7033,35260,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"114",2018-06-20,7033,31820,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"115",2018-07-18,7033,41710,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"116",2018-08-15,7033,47300,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"117",2018-09-12,7033,29670,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"118",2018-10-10,7033,14620,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"119",2018-11-07,7033,688,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"120",2018-12-12,7033,688,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"121",2019-05-22,7033,2021,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"122",2019-06-19,7033,6880,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"123",2019-07-17,7033,33970,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"124",2019-08-14,7033,39130,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"125",2019-09-18,7033,39990,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"126",2019-10-18,7033,5160,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"127",2020-03-25,7033,430,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"128",2020-05-27,7033,6450,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"129",2020-07-01,7033,47300,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"130",2020-08-26,7033,36120,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"131",2020-09-23,7033,5160,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
"132",2020-10-21,7033,4730,"indv./m2","0_43m","Cyclopoida","Thermocyclops","sp","male",NA,"cyclopoid copepods",1,"HAL"
