"","date","id_CH","abundance","unit","depth","order","genus","species","stage","volume_um.3","guild","occurrences","lake"
"45",2007-09-11,6916,6180,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"46",2007-10-08,6916,51270,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"47",2007-11-05,6916,71610,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"48",2007-12-03,6916,28290,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"49",2008-01-14,6916,16800,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"50",2008-02-11,6916,25650,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"51",2008-03-10,6916,68070,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"52",2008-04-15,6916,42000,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"53",2008-05-13,6916,17670,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"54",2008-06-09,6916,19890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"55",2008-07-14,6916,3540,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"56",2008-08-11,6916,9960,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"57",2008-09-15,6916,5520,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"58",2008-10-13,6916,1320,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"59",2008-11-10,6916,8850,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"60",2008-12-08,6916,22110,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"61",2009-03-02,6916,97470,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"62",2009-04-08,6916,73380,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"63",2009-05-06,6916,172380,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"64",2009-06-17,6916,13260,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"65",2009-07-16,6916,74250,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"66",2009-08-13,6916,5760,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"67",2009-09-08,6916,6630,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"68",2009-10-07,6916,1770,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"69",2009-11-05,6916,1770,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"70",2009-12-10,6916,2640,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"71",2010-01-11,6916,7950,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"72",2010-02-08,6916,21870,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"73",2010-03-08,6916,33810,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"74",2010-04-15,6916,33150,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"75",2010-05-07,6916,23220,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"76",2010-06-15,6916,28740,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"77",2010-07-14,6916,77340,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"78",2010-08-10,6916,21210,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"79",2010-09-07,6916,30060,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"80",2010-10-13,6916,3330,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"81",2010-11-10,6916,36480,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"82",2010-12-07,6916,29160,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"83",2011-01-10,6916,20760,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"84",2011-02-14,6916,37140,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"85",2011-03-07,6916,48630,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"86",2011-04-07,6916,21000,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"87",2011-05-05,6916,30930,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"88",2011-06-16,6916,53040,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"89",2011-07-15,6916,5520,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"90",2011-08-16,6916,7950,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"91",2011-09-13,6916,21210,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"92",2011-10-12,6916,47730,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"93",2011-11-16,6916,76260,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"94",2011-12-08,6916,60780,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"95",2012-01-09,6916,25410,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"96",2012-03-05,6916,21660,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"97",2012-04-17,6916,44760,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"98",2012-05-10,6916,108000,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"99",2012-06-07,6916,68520,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"100",2012-07-12,6916,18780,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"101",2012-08-02,6916,71610,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"102",2012-09-06,6916,4890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"103",2012-10-03,6916,67950,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"104",2012-11-09,6916,25410,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"105",2012-12-19,6916,58350,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"106",2013-01-09,6916,19020,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"107",2013-03-04,6916,16800,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"108",2013-04-12,6916,39780,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"109",2013-05-07,6916,74580,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"110",2013-06-17,6916,13260,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"111",2013-07-01,6916,21210,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"112",2013-08-07,6916,19890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"113",2013-09-03,6916,20340,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"114",2013-10-07,6916,34800,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"115",2013-11-07,6916,67410,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"116",2013-12-09,6916,31830,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"117",2014-01-09,6916,35130,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"118",2014-02-10,6916,31830,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"119",2014-03-06,6916,30930,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"120",2014-04-02,6916,37140,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"121",2014-05-06,6916,25410,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"122",2014-06-10,6916,40890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"123",2014-07-08,6916,19230,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"124",2014-08-12,6916,21210,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"125",2014-09-04,6916,16590,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"126",2014-10-02,6916,50400,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"127",2014-11-13,6916,65430,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"128",2014-12-11,6916,19890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"129",2015-01-12,6916,17250,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"130",2015-02-11,6916,33600,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"131",2015-03-12,6916,34470,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"132",2015-04-13,6916,12390,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"133",2015-05-06,6916,19890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"134",2015-06-10,6916,13260,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"135",2015-07-07,6916,57450,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"136",2015-08-05,6916,18780,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"137",2015-09-02,6916,36240,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"138",2015-10-06,6916,88410,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"139",2015-11-11,6916,79560,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"140",2015-12-14,6916,9720,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"141",2016-01-14,6916,23880,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"142",2016-02-04,6916,86190,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"143",2016-03-08,6916,63660,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"144",2016-04-14,6916,76260,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"145",2016-05-12,6916,43110,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"146",2016-06-15,6916,31500,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"147",2016-07-07,6916,46410,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"148",2016-08-11,6916,48630,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"149",2016-09-05,6916,9960,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"150",2016-10-06,6916,3990,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"151",2016-11-09,6916,87840,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"152",2016-12-08,6916,27390,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"153",2017-01-09,6916,84540,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"154",2017-02-13,6916,31170,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"155",2017-03-13,6916,40230,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"156",2017-04-11,6916,129300,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"157",2017-05-10,6916,77910,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"158",2017-06-14,6916,108300,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"159",2017-07-12,6916,70710,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"160",2017-08-08,6916,80670,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"161",2017-09-05,6916,60510,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"162",2017-10-10,6916,72330,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"163",2017-11-08,6916,94710,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"164",2017-12-08,6916,22350,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"165",2018-01-08,6916,84180,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"166",2018-02-08,6916,80250,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"167",2018-03-08,6916,65760,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"168",2018-04-12,6916,178890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"169",2018-05-15,6916,61830,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"170",2018-06-11,6916,80250,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"171",2018-07-09,6916,97650,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"172",2018-08-13,6916,69720,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"173",2018-09-14,6916,30240,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"174",2018-10-16,6916,17100,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"175",2018-10-31,6916,46050,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"176",2018-11-12,6916,86820,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"177",2018-12-10,6916,56550,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"178",2019-01-17,6916,97320,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"179",2019-02-11,6916,42090,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"180",2019-03-18,6916,148620,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"181",2019-04-08,6916,52620,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"182",2019-05-13,6916,84180,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"183",2019-06-17,6916,92070,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"184",2019-07-17,6916,67080,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"185",2019-08-12,6916,47340,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"186",2019-09-09,6916,103920,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"187",2019-10-14,6916,99960,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"188",2019-11-11,6916,19740,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"189",2019-12-09,6916,24990,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"190",2020-01-15,6916,39450,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"191",2020-02-13,6916,56550,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"192",2020-03-09,6916,274890,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"193",2020-04-08,6916,85500,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"194",2020-05-06,6916,107850,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"195",2020-06-10,6916,142050,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
